target,id,date,query,user,text
0,2008905696,Tue Jun 02 14:50:36 PDT 2009,NO_QUERY,kumailht,"its 1:49am, I will not be able to wake up at 5:30 for sure  , my schedule is getting messed up."
0,1696129720,Mon May 04 07:40:16 PDT 2009,NO_QUERY,buhrayaaan,"im jealous, it's not raining here "
0,2194620723,Tue Jun 16 10:02:22 PDT 2009,NO_QUERY,ruthnor,@Snookk what happened? 
0,2297198365,Tue Jun 23 10:08:47 PDT 2009,NO_QUERY,jrheam,I want some lemonade  no fair
0,2064447490,Sun Jun 07 06:17:33 PDT 2009,NO_QUERY,mikemolloy,"Day 2 to Alaska: did a short day and stopped in Lethbridge, AB. Rained almost all day. Snowing in Banff; will probably skip on way up "
4,2000137645,Mon Jun 01 21:29:14 PDT 2009,NO_QUERY,frncesmry,Goodbye America. Hello Philippines. 
0,2260252196,Sat Jun 20 18:55:12 PDT 2009,NO_QUERY,Ifiwasabird,And I had a &quot; drag me to hell&quot; moment as well 
0,2001545579,Tue Jun 02 01:14:30 PDT 2009,NO_QUERY,mneedle,has to go to uni and be externally verified now 
4,2068870383,Sun Jun 07 14:51:02 PDT 2009,NO_QUERY,butterfly1981,In The Rig nightclub in Aberdeen having a few drinks 
0,1825000882,Sun May 17 03:54:12 PDT 2009,NO_QUERY,tacce,"@Wyldceltic1 haha nope, i take 16 syringe units, which comes up to 80 units total since i'm on the u-500. "
0,1677772833,Sat May 02 03:54:40 PDT 2009,NO_QUERY,CaptainTracey,gahh my sister took my phone recharger to sydney now i can't recharge my phone 
4,1551972397,Sat Apr 18 10:27:10 PDT 2009,NO_QUERY,blueeyes72,Just got back from nephew's little league game. He played really well and earned the game ball!!! Such a proud aunt 
0,2299609805,Tue Jun 23 13:07:37 PDT 2009,NO_QUERY,dpulizzi,Haha at least ur getting a id i dont have mine 
0,2263964230,Sun Jun 21 02:20:49 PDT 2009,NO_QUERY,Zooeeee,"proper headache today! Glad i've slept though feel much better, still worried!!!!!  mmmmmm im hungry now, need some good food."
0,2233707984,Thu Jun 18 21:46:24 PDT 2009,NO_QUERY,gabvirtualworld,@VMDoug no she left me home alone 
0,2018461729,Wed Jun 03 10:00:14 PDT 2009,NO_QUERY,chriscirillo,@summertime_grl Yeah you do 
4,1966113523,Fri May 29 17:08:58 PDT 2009,NO_QUERY,kellebelle1981,@pocketedwardsev word! thanks for the follow friday! i knew there was a reason i loved the evil twins! bwahahaha! 
0,2204839590,Wed Jun 17 03:16:05 PDT 2009,NO_QUERY,MykieMyk,its a sad day for me... my car is officially gone..... 
0,1982449038,Sun May 31 11:13:50 PDT 2009,NO_QUERY,ladymix,@FrogstarWorldB Oh no  At least it sounds like they've got it early. Sorry to hear that.
0,2054763921,Sat Jun 06 08:02:17 PDT 2009,NO_QUERY,emilywalkerr,@yourmotherr i'm fat no one can see me in a swimsuit. 
4,2055183420,Sat Jun 06 08:51:22 PDT 2009,NO_QUERY,Euniceeex3,"Gonna go eat breakfast at dennys  ! if you have my number, text me (:"
0,2053111945,Sat Jun 06 03:19:14 PDT 2009,NO_QUERY,Xtina_kay,Its light out n birds r chirping fml i need to get to sleep...have 2 be back at work in 6 hours 
4,2175079563,Mon Jun 15 00:02:05 PDT 2009,NO_QUERY,marcogarro,@hagackure Very Welcome  Honored to work with Haga
4,2001486464,Tue Jun 02 01:02:33 PDT 2009,NO_QUERY,officialmoa,hello everyone  what's up? - MOA
4,1685823590,Sun May 03 02:16:12 PDT 2009,NO_QUERY,KatNoone,@v_simmons big fan!! love runs house n daddys girls got sum glam pies grey n pink  love em! x
0,1997787784,Mon Jun 01 17:27:30 PDT 2009,NO_QUERY,MiLoveIsTrue,and the countdown begins... 
0,2235857475,Fri Jun 19 02:14:56 PDT 2009,NO_QUERY,KazBT,.... I'm not sure I like IE 8. It makes thins so much more complicated than 7 
0,1957215551,Thu May 28 23:50:55 PDT 2009,NO_QUERY,jonnotay,@ndrew10 I know!!!! He didn't ask me 
0,1880209508,Fri May 22 00:27:26 PDT 2009,NO_QUERY,benlimphoto,@jennysunphoto yea! i wanna get 1...any idea where? that girl is in Singapore..i hope its not only available there 
0,2018457394,Wed Jun 03 09:59:54 PDT 2009,NO_QUERY,infatuatedgabby,first two boxes are packed up 
4,2065608567,Sun Jun 07 08:56:37 PDT 2009,NO_QUERY,mettebolding,@tommcfly Hi Tom. If you doing international THIS year please include DENMARK!  we loves you!! xx
0,2244690697,Fri Jun 19 15:05:04 PDT 2009,NO_QUERY,LucilleRose,listening to music :] dosnt think ben should cut his hair &gt;.&gt; lonly  booo!!! sucks
0,1969826916,Sat May 30 01:22:30 PDT 2009,NO_QUERY,frigo,problem with 2am pho making is that you dont have 10hrs to make a fine broth 
0,2053844489,Sat Jun 06 05:52:18 PDT 2009,NO_QUERY,comet21,Am stuck in a car park at docklands. How did I manage to finish dinner when the circus finished 
4,2177520577,Mon Jun 15 06:15:05 PDT 2009,NO_QUERY,holli_joi,@cheitkamp Thank you! Feels good. 
0,2263968292,Sun Jun 21 02:21:37 PDT 2009,NO_QUERY,JadeRoberts_,"Places I want to go include Texas, New York, New Jersey, Seattle and LA. Can't they just give me the life I'd love. "
0,2237461682,Fri Jun 19 05:50:27 PDT 2009,NO_QUERY,nicksholl,"tuba comin along,slowly manage bordogni's! dbl bill &quot;Red Cliff&quot; &amp; &quot;Transformers 2&quot; in staines lst nite-both overlong and disappointing "
0,2328708871,Thu Jun 25 09:54:05 PDT 2009,NO_QUERY,jabberjim,RIP Farrah  Such a huge part of my childhood
0,1991341006,Mon Jun 01 06:51:42 PDT 2009,NO_QUERY,chuckatwork,"@nakeamardee I feel ya, had 2 get up EXTRA early, can u believe I had 2 be somewhere for 8 this morning? "
0,2244129033,Fri Jun 19 14:20:25 PDT 2009,NO_QUERY,meggiied,everyones fones are getting ruined including mine 
4,1989219495,Mon Jun 01 00:45:29 PDT 2009,NO_QUERY,Mhaey,@ReyaAnaiss Sims 2? Cool! I love Sims! And I can't hardly wait for @TheSims3 ! 
4,2191923590,Tue Jun 16 06:12:31 PDT 2009,NO_QUERY,svartling,Twitter forces the whole web through a 140-character window. (via @davewiner)  #twitter
4,2001055772,Mon Jun 01 23:42:46 PDT 2009,NO_QUERY,Spitphyre,@BenedictHerold thank you 
0,2215649853,Wed Jun 17 18:25:35 PDT 2009,NO_QUERY,jmebabineau,@gdauthority im seeing GreenDay twice in Florida while i work at Disney. super bummed i dont see them in my hometown Boston tho 
4,2055524922,Sat Jun 06 09:28:37 PDT 2009,NO_QUERY,JustMe_Viv,@danigirl76 My old room is blue so I thought pink would be cool but it turned out a little too pink 
0,2053633829,Sat Jun 06 05:13:00 PDT 2009,NO_QUERY,johnny2k,@Swidgie @Pepper_10 @diggrbiii Thank you folks! Moochie is still looking for Pearse.    I am thinking they played a lot when I was working
4,1970801431,Sat May 30 05:15:35 PDT 2009,NO_QUERY,pixiegurl09,chillaxin at home 
0,1970806904,Sat May 30 05:16:43 PDT 2009,NO_QUERY,clarabearrr,My tummy hurts. 
0,1677424238,Sat May 02 02:00:28 PDT 2009,NO_QUERY,tweetpet,@mariajoyspencer  Clean Me!
4,1557880228,Sun Apr 19 06:24:36 PDT 2009,NO_QUERY,mchenwears,@notmoira Thanks for entering  Just peeped thru yur shop ï¿½ï¿½LOVE the Hammertime card!!
4,2053621293,Sat Jun 06 05:10:31 PDT 2009,NO_QUERY,garymurning,"@kissability In that case, this may be of interest: http://www.bookdepository.co.uk/browse/book/isbn/9781906558147 "
0,1694102168,Mon May 04 01:05:37 PDT 2009,NO_QUERY,theineffabelle,I can't calm down enough to want to go to sleep.  
4,1978197884,Sat May 30 22:41:22 PDT 2009,NO_QUERY,HeriCabral,@alittletrendy I will! Let's chill sometime.  #ONTD
0,1556509151,Sat Apr 18 23:07:07 PDT 2009,NO_QUERY,Keija313,"mariners, sounders lose "
4,1559841512,Sun Apr 19 12:11:06 PDT 2009,NO_QUERY,greeneyebandit3,i dont wanna leave...waitin for then next set plz     asot400
4,1992581593,Mon Jun 01 08:59:20 PDT 2009,NO_QUERY,kylepeco,I had one of those nights of sleep where you basically feel like you were awake all night. Thankfully I don't really feel all that tired. 
0,2194939849,Tue Jun 16 10:27:49 PDT 2009,NO_QUERY,stanleyso,im your biggest fan ill follow you until you love me 
0,1833752068,Mon May 18 00:20:04 PDT 2009,NO_QUERY,bronte06,mid year exams 
4,2004533523,Tue Jun 02 08:20:58 PDT 2009,NO_QUERY,KnightRid,@waltw now he will have a couple hundred new followers 
0,1548673208,Fri Apr 17 21:37:30 PDT 2009,NO_QUERY,sabrinadone,Y is ashton kutcher rubbing his 1 mil followers in my face? 
4,2049987005,Fri Jun 05 17:51:40 PDT 2009,NO_QUERY,shebs2,''I'm gonna go down the most cobbleyest roads!'' 
0,1971353953,Sat May 30 06:54:18 PDT 2009,NO_QUERY,kevinlmiller1,Finally getting to see Start Trek today!!  Tried to assemble my new PC last nite.  Not good!  No luck.  I think the magic smoke escaped. 
4,2068155754,Sun Jun 07 13:35:42 PDT 2009,NO_QUERY,_Slamma_,@mitchelmusso my fav song=welcome to hollywood  LOVE your cd!
4,1991034086,Mon Jun 01 06:16:12 PDT 2009,NO_QUERY,dannnleonardo,NOTHING  --&gt; my flow so tight CHRIS BROWN should get his ass kick! )
0,2236726075,Fri Jun 19 04:23:50 PDT 2009,NO_QUERY,starshone_storm,"http://bit.ly/Wm3fH  needs the guitar, I think  she's not a good enough singer to pull it off a capella"
4,1989874931,Mon Jun 01 03:06:48 PDT 2009,NO_QUERY,BTeneshaB,@lezbejka I'm with the Lakers on this one  lol
0,1823565131,Sat May 16 22:19:04 PDT 2009,NO_QUERY,gailelaine,@cjs_3 I clicked the link and it came up but said it was unavailable 
0,1981035110,Sun May 31 08:15:55 PDT 2009,NO_QUERY,DoctaCosmic,Is running mad late. Stage time +15 
4,1977118222,Sat May 30 20:08:43 PDT 2009,NO_QUERY,stmpdsteakhouse,Heartland playing tonight!  You gotta see these two.  
4,1983759524,Sun May 31 13:46:50 PDT 2009,NO_QUERY,jjacob2k9,Had a good time @Dbradley6's grad party..now on 2 a belated bday dinnr w/ the fam 
4,2188450784,Mon Jun 15 21:55:24 PDT 2009,NO_QUERY,Mark_Sheldon,@jeanneendo  Hi yes I'll take a look and give you some feedback  on http://chronichealing.com/  no problem 
0,1979268225,Sun May 31 02:19:19 PDT 2009,NO_QUERY,ivospigel,Next up: voting. Slim chance for change  but a tweep's gotta do what a tweep's gotta do.
4,1964097175,Fri May 29 13:43:10 PDT 2009,NO_QUERY,cwebbtech,"Bittersweet day here: Daughter turned 8. Great Aunt passed away after battle with cancer. Trying to make sure dau. feels special, tho. "
0,1976228110,Sat May 30 16:52:03 PDT 2009,NO_QUERY,ziodyne,@panimi I hate you so much for making me read that 
4,1982961890,Sun May 31 12:14:19 PDT 2009,NO_QUERY,MaggiieJonas,"@seventeenmag i love your new issue, and your picture and your backgroundddd  i love 17 magazine now"
4,1551940759,Sat Apr 18 10:22:13 PDT 2009,NO_QUERY,WHRWpenguins,Streaming audio and the playlist from yesterday's radio show is now posted in the blog: http://blog.myspace.com/WHRWpenguins 
0,2211070987,Wed Jun 17 12:23:42 PDT 2009,NO_QUERY,PatriciaMoore,@MooreArtscom Yeah!  You headed to the Hotel or to Grandma's.  I sure do miss you.  I can't wait for you to come home.  
0,2234261407,Thu Jun 18 22:43:20 PDT 2009,NO_QUERY,emmmmmmmy,i WISH i had a pickle 
4,1982682985,Sun May 31 11:41:44 PDT 2009,NO_QUERY,karamelita_30,HOME FINALLY!! YAY 
4,1985218250,Sun May 31 16:40:12 PDT 2009,NO_QUERY,prettyinpinkash,In the middle of watching @taylorswift13 on dateline and I've decided she's pretty much amazing. 
0,1993390698,Mon Jun 01 10:18:01 PDT 2009,NO_QUERY,katesMcCann,whaaaaat i lost a damn follower. 
0,2175725296,Mon Jun 15 01:48:55 PDT 2009,NO_QUERY,acidnat,the kettle is in the bath...i'm just not ever going to ask. MATHS EXAM TODAY. 
0,1955763736,Thu May 28 20:35:13 PDT 2009,NO_QUERY,neren_tweets,0ur boss just called. C0mpany dinner s postponed 2nyt  he also wants us 2 get OL &amp; answer d issues. Work while on vacati0n. Dat's unco0l
4,2174931367,Sun Jun 14 23:39:44 PDT 2009,NO_QUERY,emilywalkerr,we're calling all the guys in my phone 
4,1828037931,Sun May 17 11:57:51 PDT 2009,NO_QUERY,KayTeeMusic,"after watching this documentary I TRULY appreciate life ...rainbows, rain, sunshine and growing older R some of life's precious gifts "
4,1932608515,Tue May 26 21:49:21 PDT 2009,NO_QUERY,amckiel,@shareski It's coming together quickly  U may not need to be up too late after all! Is your role to stand back and (tweet) supervise?
4,1960194077,Fri May 29 07:34:28 PDT 2009,NO_QUERY,brianwelburn,@KimberleKelly Thank you dear ! 
4,1979789973,Sun May 31 04:30:52 PDT 2009,NO_QUERY,ahmednaguib,"@Ether_Comm Ahmad!!! long time no tweet man, what's going on? "
0,2065151693,Sun Jun 07 08:00:23 PDT 2009,NO_QUERY,theAvril,"Gosh, went on an epic shopping spree today...im so broke again. "
0,1564375257,Mon Apr 20 03:11:02 PDT 2009,NO_QUERY,Livin6d3ad6url,stressed.....no rest for me 
4,1985234335,Sun May 31 16:42:09 PDT 2009,NO_QUERY,rainy_tori,my internet's back ! 
0,1687967270,Sun May 03 10:01:33 PDT 2009,NO_QUERY,eunicelov,Just poured cereal and milk all over my bed 
4,1548729527,Fri Apr 17 21:47:44 PDT 2009,NO_QUERY,xxooandcookies,@nick_carter Lmao. I guess its only Friday. My bad 
4,2179456495,Mon Jun 15 09:07:41 PDT 2009,NO_QUERY,starfightergirl,'s dad said she sounds lovestruck 
4,1792868863,Thu May 14 00:31:34 PDT 2009,NO_QUERY,windykong,"Hi there, how are u? with no offense, i just wanted to know whether u are the real Sammul? just my curiosity "
4,2063634601,Sun Jun 07 03:27:55 PDT 2009,NO_QUERY,Lesruhrmund,baked the most decadent brownies for lunch 
4,1882640057,Fri May 22 07:13:50 PDT 2009,NO_QUERY,miklos,"@scarydan Was it the movie, or Chris Pine? "
0,2178754584,Mon Jun 15 08:09:33 PDT 2009,NO_QUERY,Morgana1112,"bridge, shower, job hunt "
0,2069791988,Sun Jun 07 16:32:07 PDT 2009,NO_QUERY,shutupmeg,(@dory87) Shut up manq 
4,2055901200,Sat Jun 06 10:09:41 PDT 2009,NO_QUERY,plaintruthiness,@jtbritto did u find Five Guys yet? 
4,1977868891,Sat May 30 21:53:41 PDT 2009,NO_QUERY,Gabiilee,@taylorswift13  I love this song 
0,2256375173,Sat Jun 20 12:40:48 PDT 2009,NO_QUERY,PamsLove,@johncmayer I heard that it now smells of sewage in france?? if thats true i feel  for you 
0,1993426363,Mon Jun 01 10:21:29 PDT 2009,NO_QUERY,shieralana,wish i was at pinkpop 
